user,business,rate
Zhrz3u8oBwwc2MTeMK5mYA,bockWFDA3mzjuujY7tOcaw,5
JEQX7HlUlCxyRIQE0aJj7w,bockWFDA3mzjuujY7tOcaw,1
PPKgGOJyACWogxOZh-B4nQ,bockWFDA3mzjuujY7tOcaw,1
byW028BfkDNkEXpINimbmA,bockWFDA3mzjuujY7tOcaw,4
uANhGUA6qDp6of_iZJ04jg,bockWFDA3mzjuujY7tOcaw,4
odw1RUvfSgEGTnDctHBtsA,bockWFDA3mzjuujY7tOcaw,1
ftiAX5vlb42APSH8ixdqqw,IxQ1ATP_Wg_QujO9nywzcQ,4
6deaMWBaD4P3QjghDoWxrg,IxQ1ATP_Wg_QujO9nywzcQ,5
tKhg1xMNR3w24S9lANCV0A,IxQ1ATP_Wg_QujO9nywzcQ,5
sYonLXU0zgZGGaRDJRPxXw,IxQ1ATP_Wg_QujO9nywzcQ,1
BOcojc9Sjk5p8MIcU681eQ,IxQ1ATP_Wg_QujO9nywzcQ,3
SVd6Re9tpabo413b4LghYw,IxQ1ATP_Wg_QujO9nywzcQ,5
SisJQmNvED2hIDJwi0To_g,IxQ1ATP_Wg_QujO9nywzcQ,4
88_PacBkt-EaSgW3kzimkg,IxQ1ATP_Wg_QujO9nywzcQ,4
q01EJuVT9tCHS_kO1qsTJw,IxQ1ATP_Wg_QujO9nywzcQ,4
HC1zr2aBxtgiQXLhfpaRlQ,IxQ1ATP_Wg_QujO9nywzcQ,5
i6UDK1SkC1p7PzesGhKV3A,IxQ1ATP_Wg_QujO9nywzcQ,5
aWRfkN_N7RIRRXTy4hH1-A,IxQ1ATP_Wg_QujO9nywzcQ,5
41eMIfGx2cIbsWPzaE8ZLQ,IxQ1ATP_Wg_QujO9nywzcQ,1
2Ndy3FQAndOopqTa9sBPlQ,IxQ1ATP_Wg_QujO9nywzcQ,5
xZvESkDJ3LDWL_Y7i5T-Yg,IxQ1ATP_Wg_QujO9nywzcQ,5
qnN_39P0_9d5PB21Q3gDOQ,IxQ1ATP_Wg_QujO9nywzcQ,4
xDu5GHwRBmMITovccbJZnQ,IxQ1ATP_Wg_QujO9nywzcQ,2
Kpwa6UIRonut8ArsqR-BCg,IxQ1ATP_Wg_QujO9nywzcQ,5
pc8aSLHtAmMn3HfaTOQ-iQ,IxQ1ATP_Wg_QujO9nywzcQ,4
5E3eBSKdIJNjnKp-_RrQsQ,IxQ1ATP_Wg_QujO9nywzcQ,3
zJa_KzZ_yy3dtk3l2aSEUw,IxQ1ATP_Wg_QujO9nywzcQ,2
JEvkfVPf_DuhX-ntE5L6bQ,IxQ1ATP_Wg_QujO9nywzcQ,3
Ynt9QATr3tur66_OVQNCng,IxQ1ATP_Wg_QujO9nywzcQ,4
8jMRCbpKeknbQiu8EJp-2g,IxQ1ATP_Wg_QujO9nywzcQ,5
E27P-KjXJ9YAhKlgUaWJjw,IxQ1ATP_Wg_QujO9nywzcQ,3
63Pop3d15pTuHZ7qoex46w,IxQ1ATP_Wg_QujO9nywzcQ,4
Gegndh8Ydp3r16xu8vs8RQ,IxQ1ATP_Wg_QujO9nywzcQ,4
q7MrNVt1FE23rwtWmPYWHg,IxQ1ATP_Wg_QujO9nywzcQ,4
2541YO8Ozs095B1AS5mA0g,IxQ1ATP_Wg_QujO9nywzcQ,4
86lPnxq14I4n2STeK07FEw,IxQ1ATP_Wg_QujO9nywzcQ,3
nEYPahVwXGD2Pjvgkm7QqQ,IxQ1ATP_Wg_QujO9nywzcQ,2
1h5T9mNgReCiykYCxvI55A,IxQ1ATP_Wg_QujO9nywzcQ,3
XdSzeOd8r3pJPMPA7NpKlQ,IxQ1ATP_Wg_QujO9nywzcQ,4
zYdFH6R1fKGJWgqcYEg5bw,IxQ1ATP_Wg_QujO9nywzcQ,5
J_q8jN623uew8ZzMChXBCA,IxQ1ATP_Wg_QujO9nywzcQ,4
I2-LK2hhCqJZig-bXMAl4g,IxQ1ATP_Wg_QujO9nywzcQ,4
o22rVXC_i-48nIv17VrfGw,IxQ1ATP_Wg_QujO9nywzcQ,5
ifApiOdFgQgrnFHCVnXPrQ,IxQ1ATP_Wg_QujO9nywzcQ,4
JZZ8H3zRu7nYWLvi0a2VNg,IxQ1ATP_Wg_QujO9nywzcQ,5
tWbmGOtBSCNeY_1ooSdmrA,IxQ1ATP_Wg_QujO9nywzcQ,5
qKdn6FAs88aQQHroblJrhQ,IxQ1ATP_Wg_QujO9nywzcQ,5
9Ify25DK87s5_u2EhK0_Rg,IxQ1ATP_Wg_QujO9nywzcQ,4
nEYPahVwXGD2Pjvgkm7QqQ,IxQ1ATP_Wg_QujO9nywzcQ,3
hru2IDwSyN61sgWPtJw_hA,IxQ1ATP_Wg_QujO9nywzcQ,5
mrmDFhLjEGOjSQT_GZgM_g,IxQ1ATP_Wg_QujO9nywzcQ,3
DU5f3DH3KeLbYejvkBeyaw,IxQ1ATP_Wg_QujO9nywzcQ,3
hoThsXW1ndoytxVwc_MVLQ,IxQ1ATP_Wg_QujO9nywzcQ,4
Q3fFv_ft17OyV-NRF1iQxw,IxQ1ATP_Wg_QujO9nywzcQ,3
Yvn7DHj7o7sSCH2rNH74Mw,IxQ1ATP_Wg_QujO9nywzcQ,4
CHw1HVGJE0fDY_-5keDKGw,IxQ1ATP_Wg_QujO9nywzcQ,4
jfvv8uvdSJYa5NWEAloxpQ,IxQ1ATP_Wg_QujO9nywzcQ,5
CdXt2ZEiTEBofq1bS_EJng,IxQ1ATP_Wg_QujO9nywzcQ,3
WMTm9HHRA3EewoxTX1Gleg,IxQ1ATP_Wg_QujO9nywzcQ,5
7dmRzwPrvtRCvDMS4RJwmw,IxQ1ATP_Wg_QujO9nywzcQ,4
u5Sa-CikfIYa4WqrFXRrCw,IxQ1ATP_Wg_QujO9nywzcQ,4
qdT9BLhYGI7MQxiFVN4RqQ,IxQ1ATP_Wg_QujO9nywzcQ,4
zk0SnIEa8ju2iK0mW8ccRQ,IxQ1ATP_Wg_QujO9nywzcQ,2
VMzKKO91j22HQfH2wsYh8g,IxQ1ATP_Wg_QujO9nywzcQ,1
trYPAmnPz6ChpIgx0jGbyg,IxQ1ATP_Wg_QujO9nywzcQ,5
jO1pSCw0tv-IyimtVFtPpA,IxQ1ATP_Wg_QujO9nywzcQ,4
rwhOoAM7lfcwKufFXc8NNA,IxQ1ATP_Wg_QujO9nywzcQ,4
11Ydte1VfE85UHK24d4QRQ,IxQ1ATP_Wg_QujO9nywzcQ,5
trYPAmnPz6ChpIgx0jGbyg,IxQ1ATP_Wg_QujO9nywzcQ,3
6bHvullafqeGCYMoR6xlhg,IxQ1ATP_Wg_QujO9nywzcQ,3
DLu1Bum8EXNE62xno-v0VA,IxQ1ATP_Wg_QujO9nywzcQ,3
H_AKKEnEcuYrujI7xSxyeA,IxQ1ATP_Wg_QujO9nywzcQ,3
0vCEI3ZJF_gXgWHpcR7WtA,IxQ1ATP_Wg_QujO9nywzcQ,4
zk0SnIEa8ju2iK0mW8ccRQ,IxQ1ATP_Wg_QujO9nywzcQ,2
6Mflt7fworNLu031TDrDSA,IxQ1ATP_Wg_QujO9nywzcQ,3
2UC3rwRm6swuNFt_GhKOhw,IxQ1ATP_Wg_QujO9nywzcQ,3
vZ3f5jwW-UDPEjccG94dPg,IxQ1ATP_Wg_QujO9nywzcQ,5
zHowhMBnRNKDzhTaZSyRhQ,IxQ1ATP_Wg_QujO9nywzcQ,3
SlKJNLm1SQdgaaKtqD--1w,IxQ1ATP_Wg_QujO9nywzcQ,4
myEOtdBGvBhQDjkc2Tn27A,IxQ1ATP_Wg_QujO9nywzcQ,4
yJk-iWtFhDgwWDr5tIbwIg,IxQ1ATP_Wg_QujO9nywzcQ,5
I_47G-R2_egp7ME5u_ltew,IxQ1ATP_Wg_QujO9nywzcQ,4
yzUm9CgzEt_5kZ5nStS7yw,IxQ1ATP_Wg_QujO9nywzcQ,4
sI9KdxEEk8u-QxEQGnjxwA,IxQ1ATP_Wg_QujO9nywzcQ,5
NzPyWNxkb1S5HKvi4XJksA,IxQ1ATP_Wg_QujO9nywzcQ,5
bhZ13wN_5lQrKX278AP_aw,IxQ1ATP_Wg_QujO9nywzcQ,4
UnGPr6ZnGe9YOSZRopnS5g,IxQ1ATP_Wg_QujO9nywzcQ,4
GUbM_4EsPqV2N9bZ2lndQQ,IxQ1ATP_Wg_QujO9nywzcQ,4
Z7S1Lqcr5pm19iJi8fUK2g,IxQ1ATP_Wg_QujO9nywzcQ,2
0RlUqbXZ71wjxBl0P_mtVg,IxQ1ATP_Wg_QujO9nywzcQ,2
r_96n9O0jNzbNCZDkSB0EQ,IxQ1ATP_Wg_QujO9nywzcQ,4
NtvfZmdd8pJ5UsCr9yQs8A,IxQ1ATP_Wg_QujO9nywzcQ,3
O2A5nm8vmqDrRagy-LrTQQ,IxQ1ATP_Wg_QujO9nywzcQ,5
sOvvcj8fBtAeRkCrm3W9Zg,IxQ1ATP_Wg_QujO9nywzcQ,5
VSfPN4tGH4Tjd3JUu8yUew,IxQ1ATP_Wg_QujO9nywzcQ,5
i3TqX6Ypy774LZxENHgwWA,IxQ1ATP_Wg_QujO9nywzcQ,4
ocU52PNX1zlfuVzyotNhdQ,IxQ1ATP_Wg_QujO9nywzcQ,5
qkul9PFFOc-FPfiCAviJYQ,IxQ1ATP_Wg_QujO9nywzcQ,4
Wm9hTt2x-ziM-GpU3fQ1hQ,IxQ1ATP_Wg_QujO9nywzcQ,4
aUv_NoFlsYcqZnyiJt_OJA,IxQ1ATP_Wg_QujO9nywzcQ,5
hru2IDwSyN61sgWPtJw_hA,IxQ1ATP_Wg_QujO9nywzcQ,2
qjWG1FzxrzsK_x78tm5pWw,IxQ1ATP_Wg_QujO9nywzcQ,5
Tr5SibcBk9XxSLJVDhXCUQ,IxQ1ATP_Wg_QujO9nywzcQ,5
seMmP0gWBH-rUZSrXxuPww,IxQ1ATP_Wg_QujO9nywzcQ,5
u2TEHgwsnut4Il5jV4ehOA,IxQ1ATP_Wg_QujO9nywzcQ,5
AC92mF7zvO1Mq7mUSkEGVg,IxQ1ATP_Wg_QujO9nywzcQ,5
n_FSBid6Y2I5mpAbqNVI4g,IxQ1ATP_Wg_QujO9nywzcQ,3
L_aMQmKqw5TTcWRYGI2CAQ,IxQ1ATP_Wg_QujO9nywzcQ,5
fVnY5R9Wx8nhER6iWhcrsA,TyIsuojeKcTb4Acfg7xqew,4
D1G8W0SgCbsKTv7cAqKcNg,TyIsuojeKcTb4Acfg7xqew,3
So32N7bSbUd1RwhFtI6jTQ,TyIsuojeKcTb4Acfg7xqew,4
CPkA6WUnCZfZ0md0imq3pw,TyIsuojeKcTb4Acfg7xqew,3
ZP2aOY0RwgbO5lkuCMQd5A,TyIsuojeKcTb4Acfg7xqew,4
bQZjwktak2gnFNvQOvtpvQ,TyIsuojeKcTb4Acfg7xqew,4
mj2vSy3Cx_SbroLBNeU1lQ,TyIsuojeKcTb4Acfg7xqew,5
yMZMU04Y9PpztdzOhAA5rQ,TyIsuojeKcTb4Acfg7xqew,5
kDUEcqnK0MrjH9hcYHDKUw,oj8bMz76cKXQClpFTFNW9w,4
5IAr75P-UDeYZ4zIZEUJRw,oj8bMz76cKXQClpFTFNW9w,5
b_Knli12lFycRDxOglztvQ,oj8bMz76cKXQClpFTFNW9w,5
16_OieVzibd-LW-aUOCy_A,oj8bMz76cKXQClpFTFNW9w,5
9Ify25DK87s5_u2EhK0_Rg,oj8bMz76cKXQClpFTFNW9w,5
2cFMxD9TZi-zRaJ9ghg8Ow,oj8bMz76cKXQClpFTFNW9w,5
dXK8BPDFkpP8rblLV29POQ,oj8bMz76cKXQClpFTFNW9w,5
16_OieVzibd-LW-aUOCy_A,oj8bMz76cKXQClpFTFNW9w,5
gWD87vXQsH6PRcExjo_ULA,hBAcj7X5JHeX2hvmptwH-w,5
M0w7R6nOCrvT0cTmDIJFVw,hBAcj7X5JHeX2hvmptwH-w,5
OMzUaKzxukyIjh4lO19wvg,hBAcj7X5JHeX2hvmptwH-w,5
Hnjg4sywAE9KUo87KRyM4w,hBAcj7X5JHeX2hvmptwH-w,1
SeaqzdNQsh5Gha6Bv3tVlA,hBAcj7X5JHeX2hvmptwH-w,3
ETEM1dZOu6Qtp6jlzWyOfA,hBAcj7X5JHeX2hvmptwH-w,4
uh-AusMLL3_83q0ywp_2XQ,hBAcj7X5JHeX2hvmptwH-w,4
nEYPahVwXGD2Pjvgkm7QqQ,hBAcj7X5JHeX2hvmptwH-w,5
wJl6K7xA_r8iuj5Mp2ngFA,hBAcj7X5JHeX2hvmptwH-w,1
NW8J1rmfNOMm-HzjPhwb1w,hBAcj7X5JHeX2hvmptwH-w,5
lpZtfD-vCqUER1yGKEvUPw,hBAcj7X5JHeX2hvmptwH-w,4
FtA1QaQkd0KrJ7CEdgENjA,hBAcj7X5JHeX2hvmptwH-w,4
dZEHBPVadfqblJvPry0onA,hBAcj7X5JHeX2hvmptwH-w,4
AXtySenlIJ66yQuPukcXCQ,hBAcj7X5JHeX2hvmptwH-w,5
CdTR6yFV3Ge5kWf62ucp2g,hBAcj7X5JHeX2hvmptwH-w,4
jjzhaXx7D2FiYk4CWsm36g,hBAcj7X5JHeX2hvmptwH-w,4
pEzJ0yF1ZPE-bkfRVm9W9Q,hBAcj7X5JHeX2hvmptwH-w,5
bJ5hAz5Wr7A9wtR46s0TCQ,hBAcj7X5JHeX2hvmptwH-w,3
Q2dmPx_6caLpdk1OhqzWBg,hBAcj7X5JHeX2hvmptwH-w,1
cfy5Tfw8JxHi2csuViOn8A,hBAcj7X5JHeX2hvmptwH-w,2
lq1nrAfDoCXriVTCcFG6xQ,hBAcj7X5JHeX2hvmptwH-w,5
ClUp_hPfVAKnBPaBPP4ekQ,hBAcj7X5JHeX2hvmptwH-w,3
_hi3rd2yn7dYDVcwmSGbuQ,hBAcj7X5JHeX2hvmptwH-w,2
kZ3eUPndC0gCXbTtcY-WFw,hBAcj7X5JHeX2hvmptwH-w,4
JUnprAEu1n3dGKpN-wE4tQ,hBAcj7X5JHeX2hvmptwH-w,1
A5bWREczCCMo35vWmxU1PA,hBAcj7X5JHeX2hvmptwH-w,4
0FUseIxdiK3o63z0FhUvPQ,hBAcj7X5JHeX2hvmptwH-w,3
5sPI5fgOaqWUKOb66h7P7Q,hBAcj7X5JHeX2hvmptwH-w,5
n_FSBid6Y2I5mpAbqNVI4g,hBAcj7X5JHeX2hvmptwH-w,4
5OduZ5IwaU0HVmSFRL4kSg,L6yf7W3uvCHdLrmLmPLJ8Q,4
D1G8W0SgCbsKTv7cAqKcNg,L6yf7W3uvCHdLrmLmPLJ8Q,3
fFoRIzbwpMiv3BvfdtdlXQ,L6yf7W3uvCHdLrmLmPLJ8Q,3
So4Tu7Q2I-8Ax_6Z2LSBTA,k1A8pNspBPinGDivxkuDSA,3
CHw1HVGJE0fDY_-5keDKGw,k1A8pNspBPinGDivxkuDSA,3
0RO6wzfwoVXuaaq_5rP-Rw,k1A8pNspBPinGDivxkuDSA,3
uK8tzraOp4M5u3uYrqIBXg,k1A8pNspBPinGDivxkuDSA,4
Ui3-BecgGjI63ZUU7xQF9A,k1A8pNspBPinGDivxkuDSA,5
2HPa-nvh3iOmewcS004teg,-nO_qj9eP-os3baYyh8eNA,2
806PYZnmNaw4h0wh8fyWDQ,-nO_qj9eP-os3baYyh8eNA,4
kSITYFM69hLL5zrMFAJjsg,-nO_qj9eP-os3baYyh8eNA,5
kDUEcqnK0MrjH9hcYHDKUw,Z7HNl4Gz00cA0_wt0S-vSw,4
g8K-AQC2_FKx5soEY0iaZQ,Z7HNl4Gz00cA0_wt0S-vSw,3
J_q8jN623uew8ZzMChXBCA,Z7HNl4Gz00cA0_wt0S-vSw,5
cNsuaATGLVUUpDSkChEk-g,Z7HNl4Gz00cA0_wt0S-vSw,4
9Ify25DK87s5_u2EhK0_Rg,Z7HNl4Gz00cA0_wt0S-vSw,4
bvu13GyOUwhEjPum2xjiqQ,Z7HNl4Gz00cA0_wt0S-vSw,5
hh7tDAgx-mYZwZlFjMm4vQ,Z7HNl4Gz00cA0_wt0S-vSw,5
zk0SnIEa8ju2iK0mW8ccRQ,Z7HNl4Gz00cA0_wt0S-vSw,4
NZKATMk1tIv3HflQ5dNucw,Z7HNl4Gz00cA0_wt0S-vSw,5
AMuyuG7KFWJ7RcbT-eLWrQ,Z7HNl4Gz00cA0_wt0S-vSw,5
tvCT2yT3bLlpU2crUt0zJw,Z7HNl4Gz00cA0_wt0S-vSw,5
HC1zr2aBxtgiQXLhfpaRlQ,OjzR6hUYasFReo0vhVn0-w,4
AhbHvWC9Zm8SI4Agvs-UvQ,OjzR6hUYasFReo0vhVn0-w,4
tpgGohAAQXMM9lEuI9iqtw,OjzR6hUYasFReo0vhVn0-w,5
NCd7JMAVS1qf1dEXKsrbaQ,OjzR6hUYasFReo0vhVn0-w,3
I_47G-R2_egp7ME5u_ltew,OjzR6hUYasFReo0vhVn0-w,4
OJiGPNojqq4C8v-KRnDk4w,6AnorAMPkTdSDbUkOoV1Rw,3
9Ify25DK87s5_u2EhK0_Rg,6AnorAMPkTdSDbUkOoV1Rw,5
zk0SnIEa8ju2iK0mW8ccRQ,6AnorAMPkTdSDbUkOoV1Rw,1
OD1zfOrexwZoxJjTowGDfw,6AnorAMPkTdSDbUkOoV1Rw,3
S0rzgrQmgrPdrqwWnaqwJg,6AnorAMPkTdSDbUkOoV1Rw,5
cEN-lL4MQfmUYLJ4K1tU6g,0Ov1O2Gd0dwjkSaj5NJbhg,5
So32N7bSbUd1RwhFtI6jTQ,0Ov1O2Gd0dwjkSaj5NJbhg,5
9S0X3Gi-bBLCtO1q3TzIXQ,0Ov1O2Gd0dwjkSaj5NJbhg,4
N_cH3QA_eXXmnzz-nzEeKA,0Ov1O2Gd0dwjkSaj5NJbhg,4
hkbwjnY42LDloMV84Yoy5g,0Ov1O2Gd0dwjkSaj5NJbhg,5
PEhfWkGC3OEWDRucVXwmyw,EEuGTah-oEssSl3o6pK-ZQ,4
VIUqdgqoqnii4OKs5-01mA,EEuGTah-oEssSl3o6pK-ZQ,5
BX4_7BEWwtCI764bvYw2bg,EEuGTah-oEssSl3o6pK-ZQ,1
gWD87vXQsH6PRcExjo_ULA,EEuGTah-oEssSl3o6pK-ZQ,3
65j7bRPXJUkrUCQ7XGteDQ,EEuGTah-oEssSl3o6pK-ZQ,3
LYKMElh2u27sPIzoQFaGIQ,EEuGTah-oEssSl3o6pK-ZQ,4
zyxTFFkMqJucee6E19n3HQ,EEuGTah-oEssSl3o6pK-ZQ,4
wNtyBJa_qaRYUew_TWplgw,EEuGTah-oEssSl3o6pK-ZQ,3
iTmWHtltCtk0Gm55AOxrUA,EEuGTah-oEssSl3o6pK-ZQ,5
FLxgiNF9rsiXR-zbEcWBRQ,EEuGTah-oEssSl3o6pK-ZQ,5
m4MsXJayMA-qV-6FmAbCiQ,EEuGTah-oEssSl3o6pK-ZQ,5
jwKgiDjVEC8DPjG5NTGllg,EEuGTah-oEssSl3o6pK-ZQ,5
1pWBn1HCfnwll8z5VGud0w,EEuGTah-oEssSl3o6pK-ZQ,5
qOwMg5pNHA5G--Iz1HOplQ,EEuGTah-oEssSl3o6pK-ZQ,4
9ifxQMJKNjXBrEpXxd4DSA,EEuGTah-oEssSl3o6pK-ZQ,4
J8TnuXdax7L05-0s9GIxYw,EEuGTah-oEssSl3o6pK-ZQ,5
0Znm0xg1hlXEIrAjVsQEeg,EEuGTah-oEssSl3o6pK-ZQ,5
9nf0dI8JDK4wl7pnpJVvIA,EEuGTah-oEssSl3o6pK-ZQ,3
G_BvSxt71MqF_x4jgEyqSA,EEuGTah-oEssSl3o6pK-ZQ,5
N4s61dmwCIrifvOaQstJ-g,EEuGTah-oEssSl3o6pK-ZQ,4
pmN_7O8l7hjPr6VH5LEdbQ,EEuGTah-oEssSl3o6pK-ZQ,5
b6xBiEt5iQ_HZ41Qh_ZNIA,EEuGTah-oEssSl3o6pK-ZQ,5
OPHNYPp5UvGmmixIfFTVnA,EEuGTah-oEssSl3o6pK-ZQ,5
10dhZs996tBtJq2nd_mcRg,EEuGTah-oEssSl3o6pK-ZQ,5
GXvpJjdA6UIRCPgRdqlVDA,EEuGTah-oEssSl3o6pK-ZQ,4
u1KESST6ATusVrn7F6HUvw,EEuGTah-oEssSl3o6pK-ZQ,4
amF5o9feu5-DakVlaDxcaw,EEuGTah-oEssSl3o6pK-ZQ,3
8bUxL5nXbWKwyNnNn2TcSA,EEuGTah-oEssSl3o6pK-ZQ,4
So32N7bSbUd1RwhFtI6jTQ,EEuGTah-oEssSl3o6pK-ZQ,5
iTmWHtltCtk0Gm55AOxrUA,EEuGTah-oEssSl3o6pK-ZQ,5
bmxu4F8lUGN_drdqp5mNlw,EEuGTah-oEssSl3o6pK-ZQ,5
q7MrNVt1FE23rwtWmPYWHg,EEuGTah-oEssSl3o6pK-ZQ,5
FQ7kbeHMbknV8DnavADPdg,EEuGTah-oEssSl3o6pK-ZQ,4
x1tqIO9G1RX3qd6Y4TsHXg,EEuGTah-oEssSl3o6pK-ZQ,5
UnGPr6ZnGe9YOSZRopnS5g,EEuGTah-oEssSl3o6pK-ZQ,4
HI7byNVBtzinyLl3UCvynA,EEuGTah-oEssSl3o6pK-ZQ,5
_5AosWx-VGWW85BnwlmkUA,EEuGTah-oEssSl3o6pK-ZQ,4
8qgR51dq0CQk-6Ywyb2jQA,EEuGTah-oEssSl3o6pK-ZQ,5
M80HCMZRKXtKUjTfKWZKjQ,EEuGTah-oEssSl3o6pK-ZQ,5
SSekq92V9yCI-hkvnpYdKw,EEuGTah-oEssSl3o6pK-ZQ,5
2ZN0isb49Y27slqn3jpEaA,EEuGTah-oEssSl3o6pK-ZQ,1
2ZN0isb49Y27slqn3jpEaA,EEuGTah-oEssSl3o6pK-ZQ,1
nRikXTMx5uE4mqwf0J3FeA,EEuGTah-oEssSl3o6pK-ZQ,5
wCBGoSQapz-fRahfng8riA,EEuGTah-oEssSl3o6pK-ZQ,5
Q5k-r3NflbA5SDt4bh8EIg,EEuGTah-oEssSl3o6pK-ZQ,5
bvu13GyOUwhEjPum2xjiqQ,49nxzKLr2qQnLF58qo2p1w,5
mLN6Oaw1l-iZ3m0YydLk6A,49nxzKLr2qQnLF58qo2p1w,5
9yta9FkkMM903GGjCIRl8Q,49nxzKLr2qQnLF58qo2p1w,5
jvYONB81NyGbDVDCSZtWSQ,rEKBr81s19Soh3dYj4bcGQ,5
So32N7bSbUd1RwhFtI6jTQ,rEKBr81s19Soh3dYj4bcGQ,1
y4TQRYSBJbaaFZfDeaA-DQ,rEKBr81s19Soh3dYj4bcGQ,4
kDUEcqnK0MrjH9hcYHDKUw,q_BKmbdlYfQJroJVHfYMUQ,5
DEelwq2THrA0lsdG-WmBxw,q_BKmbdlYfQJroJVHfYMUQ,5
IToxW2XLlx26chmx3tKVjw,q_BKmbdlYfQJroJVHfYMUQ,5
TGJkdtQg75rACWydDaHuPA,q_BKmbdlYfQJroJVHfYMUQ,5
3LIzxKdgwQBwdHG9KbgVOA,q_BKmbdlYfQJroJVHfYMUQ,5
EjxE1dW0WVqOezpKqFN5kQ,q_BKmbdlYfQJroJVHfYMUQ,5
TzQtvHdEf4GarDPy-HZZSA,q_BKmbdlYfQJroJVHfYMUQ,4
1VAruBWjRq3fB-QXoMmdtg,q_BKmbdlYfQJroJVHfYMUQ,3
ES1XgC0SPGsNsUuYYbLrXQ,q_BKmbdlYfQJroJVHfYMUQ,5
heoc96QXrTbecWVw933qhQ,q_BKmbdlYfQJroJVHfYMUQ,5
1_jp_aTjqF4NaumpMRpyCw,q_BKmbdlYfQJroJVHfYMUQ,5
M6oU3OBf_E6gqlfkLGlStQ,q_BKmbdlYfQJroJVHfYMUQ,4
VhvImjVs2_XE1_ig-3O-hw,q_BKmbdlYfQJroJVHfYMUQ,4
LFJglYRfXSdthKTcCg0qjw,q_BKmbdlYfQJroJVHfYMUQ,3
D1G8W0SgCbsKTv7cAqKcNg,q_BKmbdlYfQJroJVHfYMUQ,3
nEYPahVwXGD2Pjvgkm7QqQ,q_BKmbdlYfQJroJVHfYMUQ,3
_7Lg8iTWpFc0O7PEA8FmbQ,q_BKmbdlYfQJroJVHfYMUQ,3
fPatkCocbql8y-MlRuTpig,q_BKmbdlYfQJroJVHfYMUQ,2
J_q8jN623uew8ZzMChXBCA,q_BKmbdlYfQJroJVHfYMUQ,4
So32N7bSbUd1RwhFtI6jTQ,q_BKmbdlYfQJroJVHfYMUQ,4
uaeRFopwclE8AaB8vWHoYQ,q_BKmbdlYfQJroJVHfYMUQ,5
34dCXRA0Xpb9TYJ__VH-GA,q_BKmbdlYfQJroJVHfYMUQ,5
scIDar9VGDMcTOHbem37pg,q_BKmbdlYfQJroJVHfYMUQ,4
jJrRmSZfDBGqjSeN2Pu5Zw,q_BKmbdlYfQJroJVHfYMUQ,5
-M0NAslYLM9YKZXwuq71_A,q_BKmbdlYfQJroJVHfYMUQ,5
hV0JE4Rg7UGAdGhj77snxw,q_BKmbdlYfQJroJVHfYMUQ,5
pSIBYx3_vmvyCXNTcCFhBQ,q_BKmbdlYfQJroJVHfYMUQ,5
DsLXHztYFAwVSYx66P4AwA,q_BKmbdlYfQJroJVHfYMUQ,5
lpZtfD-vCqUER1yGKEvUPw,q_BKmbdlYfQJroJVHfYMUQ,4
xSyjJmHMYyoutsNznUWTqw,q_BKmbdlYfQJroJVHfYMUQ,4
RJFu0PXBTYF6C0ZaaUoYzg,q_BKmbdlYfQJroJVHfYMUQ,3
So32N7bSbUd1RwhFtI6jTQ,q_BKmbdlYfQJroJVHfYMUQ,3
DJEMTgcPO5O6qQA1eWNLSw,q_BKmbdlYfQJroJVHfYMUQ,2
w_yAXkszVqj3JzkIS5w5ig,q_BKmbdlYfQJroJVHfYMUQ,4
hru2IDwSyN61sgWPtJw_hA,q_BKmbdlYfQJroJVHfYMUQ,2
yK1_wwXCAiwj2tMThyGIbw,q_BKmbdlYfQJroJVHfYMUQ,5
-Gdjho_gZhgTXkYmSPy0qw,q_BKmbdlYfQJroJVHfYMUQ,3
16_OieVzibd-LW-aUOCy_A,q_BKmbdlYfQJroJVHfYMUQ,4
Sjb5e5-gKoLXueFDMc2R8Q,q_BKmbdlYfQJroJVHfYMUQ,5
OcUwe2llfEQKg4OLYMtJ0A,q_BKmbdlYfQJroJVHfYMUQ,4
7dmRzwPrvtRCvDMS4RJwmw,q_BKmbdlYfQJroJVHfYMUQ,5
kWkgwRxqWD-h260dMTkHUA,q_BKmbdlYfQJroJVHfYMUQ,5
f9LuLzqLMNJJoV3zmu6dBA,q_BKmbdlYfQJroJVHfYMUQ,3
rsSbo7jNTSLgNn96oOm9Qg,q_BKmbdlYfQJroJVHfYMUQ,5
0vCEI3ZJF_gXgWHpcR7WtA,q_BKmbdlYfQJroJVHfYMUQ,3
KoOmob-hOHdMXQg1MRVlTQ,q_BKmbdlYfQJroJVHfYMUQ,3
GHslCQAxsrA96VKWRxJ0hw,q_BKmbdlYfQJroJVHfYMUQ,5
5ZC_Tq2pT7fvCY3Ft2NIBQ,q_BKmbdlYfQJroJVHfYMUQ,5
HI7byNVBtzinyLl3UCvynA,q_BKmbdlYfQJroJVHfYMUQ,3
qaMsP2zsLnelcd4Hj60TmA,q_BKmbdlYfQJroJVHfYMUQ,3
aIkBokLPjZk3o42N5MkCHQ,q_BKmbdlYfQJroJVHfYMUQ,5
GYZW_hoYjKp3VL7Qy8BKyA,q_BKmbdlYfQJroJVHfYMUQ,5
MCz8muLkpN01iQgozBZurg,q_BKmbdlYfQJroJVHfYMUQ,5
5fsy0mTULv7_stOZrG-4uQ,q_BKmbdlYfQJroJVHfYMUQ,5
